RECORDING_SESSION_LABEL,INDEX,AVERAGE_BLINK_DURATION,AVERAGE_FIXATION_DURATION,AVERAGE_SACCADE_AMPLITUDE,AVERAGE_X_RESOLUTION,AVERAGE_Y_RESOLUTION,BLINK_COUNT,BUTTON_PRESS_COUNT,BUTTON_RELEASE_COUNT,DATA_FILE,DURATION,END_TIME,EYE_USED,FIXATION_COUNT,FIXATION_DURATION_MAX,FIXATION_DURATION_MAX_TIME,FIXATION_DURATION_MIN,FIXATION_DURATION_MIN_TIME,GROUPING_VARIABLES,IA_COUNT,INPUT_COUNT,INTEREST_AREA_FIXATION_SEQUENCE,INTEREST_AREA_FIXATION_SEQUENCE_DWELL_TIMES,INTEREST_AREA_SET,IP_DURATION,IP_END_EVENT_MATCHED,IP_END_TIME,IP_INDEX,IP_LABEL,IP_START_EVENT_MATCHED,IP_START_TIME,MEDIAN_FIXATION_DURATION,MEDIAN_SACCADE_AMPLITUDE,MESSAGE_COUNT,PUPIL_SIZE_MAX,PUPIL_SIZE_MAX_TIME,PUPIL_SIZE_MAX_X,PUPIL_SIZE_MAX_Y,PUPIL_SIZE_MEAN,PUPIL_SIZE_MIN,PUPIL_SIZE_MIN_TIME,PUPIL_SIZE_MIN_X,PUPIL_SIZE_MIN_Y,REACTION_TIME,RT_DEFINITION_LABEL,RT_EVENT_BUTTON_ID,RT_EVENT_END_TIME,RT_EVENT_INDEX,RT_EVENT_INPUT,RT_EVENT_MESSAGE_TEXT,RT_EVENT_POSITION_X,RT_EVENT_POSITION_Y,RT_EVENT_START_TIME,RT_EVENT_TYPE,RT_START_TIME,RUN_COUNT,SACCADE_COUNT,SAMPLE_COUNT,SD_FIXATION_DURATION,SD_SACCADE_AMPLITUDE,START_TIME,TRIAL_LABEL,VISITED_INTEREST_AREA_COUNT,Session_Name_,Trial_Index_,result,trialid,key,response_num,response
ET24_087,11,1022,305.24,4.4,56.38,56.31,3,0,0,ET24_087.edf,20749,16967685,LEFT,51,932,16963376,78,16959406,RECORDING_SESSION,7,0,"[0, 2, 0, 2, 5, 2, 6, 2, 6, 0, 7, 0, 4, 2, 0, 3, 2, 3, 4, 5, 0, 6, 2, 5, 4, 3]","[423, 222, 158, 836, 480, 550, 670, 1068, 1158, 94, 358, 126, 1142, 858, 78, 1288, 534, 402, 748, 374, 86, 932, 716, 762, 744, 760]",Custom Interest Area Set,20673,True,16967654,1,New Interest Period 01,True,16946981,250,2.49,430,706,16950818,928.6,574.6,530.29,420,16953256,1365.9,959.6,.,.,.,.,0,.,.,.,.,.,NO_MATCH,16946936,20,50,10337,196.04,4.57,16946936,Trial: 11,6,ET24_087,10,choice1,11,1,1.0,1
ET24_087,12,.,242.68,4.17,52.59,53.48,0,0,0,ET24_087.edf,5325,16974483,LEFT,19,492,16973818,74,16973712,RECORDING_SESSION,7,0,"[0, 2, 5, 2, 5, 2, 5, 2, 5]","[197, 370, 450, 540, 832, 658, 904, 566, 94]",Custom Interest Area Set,5259,True,16974454,1,New Interest Period 01,True,16969195,246,1.87,73,561,16973978,997.2,373.7,518.48,460,16969216,923.3,547.8,.,.,.,.,0,.,.,.,.,.,NO_MATCH,16969158,8,18,2630,110.69,3.62,16969158,Trial: 12,2,ET24_087,11,choice3,8,1,3.0,0
ET24_087,13,291.2,289.08,6.84,54.02,54.91,5,0,0,ET24_087.edf,23583,16999715,LEFT,66,1374,16983328,68,16976178,RECORDING_SESSION,7,0,"[0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 5, 0, 2, 0, 2, 5, 2, 5, 6, 2, 5, 2, 5, 6, 7, 0, 2, 7, 2, 5, 2, 6, 7, 5, 4, 2]","[68, 138, 76, 230, 196, 1302, 142, 984, 518, 1472, 1374, 222, 298, 510, 470, 196, 436, 692, 388, 166, 854, 110, 734, 352, 230, 422, 76, 1204, 534, 802, 150, 696, 104, 928, 196, 852, 957]",Custom Interest Area Set,23499,True,16999677,1,New Interest Period 01,True,16976178,230,5.06,222,682,16985970,1015.6,502.4,536.47,423,16983454,1002.9,665.2,.,.,.,.,0,.,.,.,.,.,NO_MATCH,16976132,28,65,11749,216.63,6.35,16976132,Trial: 13,5,ET24_087,12,choice2,9,4,2.0,0
ET24_087,14,86,247.9,5.13,53.24,53.93,1,0,0,ET24_087.edf,9163,17010365,LEFT,31,930,17005986,35,17010298,RECORDING_SESSION,7,0,"[0, 2, 5, 2, 5, 4, 6, 7, 5, 2, 7, 5, 2, 7, 5, 6]","[146, 344, 436, 460, 104, 222, 176, 520, 572, 1776, 470, 300, 1074, 264, 786, 35]",Custom Interest Area Set,9089,True,17010333,1,New Interest Period 01,True,17001244,216,2.58,128,615,17009826,874.9,759.2,499.19,373,17002376,928.2,293.7,.,.,.,.,0,.,.,.,.,.,NO_MATCH,17001202,15,30,4544,157.71,4.45,17001202,Trial: 14,5,ET24_087,13,choice5,17,4,5.0,0
ET24_087,15,75.6,422.36,4.87,54.1,54.76,5,0,0,ET24_087.edf,33685,17045513,LEFT,72,2106,17029348,24,17029146,RECORDING_SESSION,7,0,"[0, 2, 0, 2, 5, 2, 4, 3, 5, 4, 6, 7, 6, 7, 5, 0, 2, 4, 0, 5, 6, 7, 0, 3, 0, 3, 2, 3, 4, 3, 2, 0, 3, 2]","[149, 392, 424, 1166, 2008, 1516, 318, 896, 468, 1218, 832, 302, 1332, 730, 2458, 82, 732, 408, 24, 2214, 1632, 1036, 124, 540, 968, 2366, 574, 1724, 324, 1206, 580, 76, 430, 1161]",Custom Interest Area Set,33608,True,17045485,1,New Interest Period 01,True,17011877,261,2.06,683,707,17036540,254.3,888.7,526.35,385,17015586,956.9,815,.,.,.,.,0,.,.,.,.,.,NO_MATCH,17011828,27,71,16804,415.66,5.34,17011828,Trial: 15,6,ET24_087,14,choice1,5,1,1.0,1
ET24_087,16,180,283.7,6.45,54.51,54.79,14,0,0,ET24_087.edf,29831,17076961,LEFT,81,952,17065624,24,17054340,RECORDING_SESSION,7,0,"[2, 5, 2, 5, 2, 5, 2, 5, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 5, 2, 5, 2, 0, 2, 0, 2, 5, 6, 7, 2, 7]","[690, 514, 864, 222, 1400, 612, 4246, 160, 924, 270, 948, 326, 476, 504, 394, 258, 568, 418, 822, 952, 876, 132, 956, 324, 256, 110, 982, 118, 680, 784, 442, 744, 738, 270]",Custom Interest Area Set,29758,True,17076932,1,New Interest Period 01,True,17047174,234,2.4,100,757,17072502,760.5,390.9,518.68,90,17058038,392.4,1234.9,.,.,.,.,0,.,.,.,.,.,NO_MATCH,17047130,26,80,14879,176.68,8.42,17047130,Trial: 16,4,ET24_087,15,choice5,12,1,5.0,0
ET24_087,17,87,303.67,5.04,53.75,54.37,2,0,0,ET24_087.edf,13555,17092743,LEFT,39,1064,17082334,22,17085096,RECORDING_SESSION,7,0,"[0, 2, 5, 2, 6, 4, 3, 7, 5, 0, 7, 2, 5, 6, 2, 4, 2, 5]","[161, 288, 800, 626, 518, 214, 1554, 610, 372, 22, 744, 986, 348, 416, 456, 928, 2010, 790]",Custom Interest Area Set,13477,True,17092716,1,New Interest Period 01,True,17079239,274,2.25,333,592,17088980,596.6,804,514.74,415,17079898,873.8,806,.,.,.,.,0,.,.,.,.,.,NO_MATCH,17079188,16,38,6739,198.86,4.96,17079188,Trial: 17,6,ET24_087,16,choice3,16,3,3.0,1
ET24_087,18,82,260.82,4.69,53.67,54.31,1,0,0,ET24_087.edf,5287,17099427,LEFT,17,590,17098116,110,17096008,RECORDING_SESSION,7,0,"[0, 2, 5, 2, 5, 2, 6, 7, 2]","[156, 376, 508, 166, 474, 762, 344, 1092, 556]",Custom Interest Area Set,5200,True,17099388,1,New Interest Period 01,True,17094188,220,2.28,135,593,17096424,937.3,385.3,527.06,147,17095590,338.8,1002.8,.,.,.,.,0,.,.,.,.,.,NO_MATCH,17094140,8,16,2600,131.4,4.45,17094140,Trial: 18,4,ET24_087,17,choice5,4,5,5.0,1
ET24_087,19,74.5,365.24,4.19,53.05,53.84,4,0,0,ET24_087.edf,13749,17114761,LEFT,33,1632,17108310,70,17113708,RECORDING_SESSION,7,0,"[0, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 6]","[160, 388, 578, 1558, 254, 1812, 1072, 2066, 906, 900, 686, 714, 664, 295]",Custom Interest Area Set,13679,True,17114733,1,New Interest Period 01,True,17101054,230,1.85,137,619,17104116,959.8,865,537.44,446,17105892,918.7,335.2,.,.,.,.,0,.,.,.,.,.,NO_MATCH,17101012,13,32,6839,306.74,3.79,17101012,Trial: 19,3,ET24_087,18,choice3,10,2,3.0,0
ET24_087,20,28,274.58,3.41,53.23,53.87,2,0,0,ET24_087.edf,9745,17126425,LEFT,31,954,17124412,22,17122578,RECORDING_SESSION,7,0,"[0, 2, 5, 2, 5, 6, 7, 4, 2, 5, 4, 3]","[148, 458, 1204, 870, 390, 462, 482, 234, 3562, 134, 394, 174]",Custom Interest Area Set,9676,True,17126396,1,New Interest Period 01,True,17116720,210,1.02,90,552,17125674,652.4,834.7,488.42,406,17122556,830.6,400.5,.,.,.,.,0,.,.,.,.,.,NO_MATCH,17116680,11,30,4838,212.27,4.28,17116680,Trial: 20,6,ET24_087,19,choice3,7,3,3.0,1
ET24_087,21,72,188.18,4.51,53.88,54.64,1,0,0,ET24_087.edf,2619,17130391,LEFT,11,364,17129108,38,17127838,RECORDING_SESSION,7,0,"[2, 5, 6, 4, 3, 4]","[472, 314, 128, 364, 276, 516]",Custom Interest Area Set,2544,True,17130364,1,New Interest Period 01,True,17127820,154,3.47,65,583,17130352,616.5,854.1,506.07,343,17127820,761.3,490.7,.,.,.,.,0,.,.,.,.,.,NO_MATCH,17127772,6,10,1272,105.4,4.01,17127772,Trial: 21,5,ET24_087,20,choice2,2,2,2.0,1
ET24_088,2,.,233.81,3.18,53.99,54.6,0,0,0,ET24_088.edf,13821,21159481,LEFT,47,1216,21150298,22,21156456,RECORDING_SESSION,7,0,"[0, 2, 0, 2, 0, 2, 0, 2, 5, 4, 3, 0, 6, 0, 2, 4, 0, 4]","[685, 130, 1076, 382, 360, 3586, 482, 136, 268, 70, 100, 508, 460, 262, 848, 844, 436, 356]",Custom Interest Area Set,13720,True,21159429,1,New Interest Period 01,True,21145709,116,1.37,271,1398,21145708,837.4,553.8,923.09,53,21147642,1147.7,451.7,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21145660,11,46,6860,280.36,4.08,21145660,Trial: 2,5,ET24_088,1,choice3,17,4,3.0,0
ET24_088,3,49,229.34,5.16,54.45,54.86,2,0,0,ET24_088.edf,16907,21179047,LEFT,58,1030,21170504,22,21168386,RECORDING_SESSION,7,0,"[0, 2, 0, 2, 0, 2, 6, 0, 6, 2, 0, 6, 0, 4, 2, 3, 0, 2, 0, 7, 0, 6, 0, 4, 3, 6, 2, 7, 6]","[330, 878, 564, 502, 410, 714, 306, 24, 118, 590, 132, 60, 426, 622, 400, 1030, 140, 608, 266, 794, 130, 110, 450, 132, 592, 822, 450, 524, 1178]",Custom Interest Area Set,16820,True,21179012,1,New Interest Period 01,True,21162192,144,3.29,429,1308,21162592,871.9,601.2,912.42,27,21165648,1125.7,1258.8,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21162140,19,58,8410,219.13,5.39,21162140,Trial: 3,5,ET24_088,2,choice4,7,3,4.0,0
ET24_088,4,676.67,184.35,4.71,55.83,56.14,3,0,0,ET24_088.edf,39331,21220527,LEFT,144,1122,21205020,22,21189856,RECORDING_SESSION,7,0,"[0, 2, 6, 0, 6, 2, 6, 0, 5, 2, 6, 2, 7, 2, 0, 2, 0, 6, 0, 5, 0, 3, 0, 2, 4, 3, 2, 0, 2, 6, 0, 6, 0, 7, 0, 6, 4, 5, 4, 0, 4, 0, 5, 0, 2, 3, 2, 0, 3, 0, 2, 0, 2, 3, 2, 4, 3, 0, 4, 2, 0, 2, 0, 5, 2, 0, 6, 0, 6, 0, 2, 0]","[329, 1250, 36, 192, 62, 512, 298, 38, 286, 446, 766, 92, 582, 144, 192, 352, 110, 536, 52, 174, 180, 148, 38, 1774, 622, 738, 48, 22, 366, 276, 32, 112, 54, 328, 368, 114, 72, 100, 202, 118, 24, 896, 120, 176, 356, 812, 138, 22, 318, 24, 688, 250, 862, 1122, 550, 54, 600, 238, 684, 408, 88, 494, 394, 1092, 384, 54, 1042, 198, 288, 630, 772, 608]",Custom Interest Area Set,39234,True,21220475,1,New Interest Period 01,True,21181241,116,2.45,841,1293,21185868,1287.9,784.6,811.15,17,21218048,1376.6,526.7,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21181196,47,144,19617,200.66,4.72,21181196,Trial: 4,6,ET24_088,3,choice5,19,1,5.0,0
ET24_088,5,406.67,104.41,3.69,54.99,55.71,6,0,0,ET24_088.edf,11395,21234077,LEFT,49,394,21228322,24,21225362,RECORDING_SESSION,7,0,"[0, 2, 5, 0, 4, 3, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[1354, 90, 24, 184, 184, 128, 682, 46, 198, 248, 394, 32, 28, 68, 1456]",Custom Interest Area Set,11330,True,21234051,1,New Interest Period 01,True,21222721,68,2.25,220,1563,21225864,563.7,441.3,607.08,18,21232192,797.8,-68.8,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21222682,8,50,5665,87.82,3.97,21222682,Trial: 5,4,ET24_088,4,choice3,11,1,3.0,0
ET24_088,6,876,84.77,2.01,55.14,56.14,2,0,0,ET24_088.edf,3583,21239393,LEFT,13,156,21236208,22,21236162,RECORDING_SESSION,7,0,[0],[1102],Custom Interest Area Set,3501,True,21239355,1,New Interest Period 01,True,21235854,84,1.52,89,349,21235854,734.2,61.4,185.28,28,21237982,550.3,119.5,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21235810,0,13,1750,54.11,1.73,21235810,Trial: 6,0,ET24_088,5,choice3,1,3,3.0,1
ET24_088,7,1145.5,63,5.74,55.78,57.43,4,0,0,ET24_088.edf,8159,21248793,LEFT,22,220,21242182,22,21242504,RECORDING_SESSION,7,0,"[0, 2, 0, 4, 5, 4, 0, 3, 0]","[198, 152, 36, 26, 112, 220, 22, 124, 496]",Custom Interest Area Set,8058,True,21248746,1,New Interest Period 01,True,21240688,40,4.06,163,2657,21241750,195.1,336.4,754.42,19,21240824,1050.1,-200.4,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21240634,5,22,4029,47.23,4.06,21240634,Trial: 7,4,ET24_088,6,choice3,18,1,3.0,0
ET24_088,8,938.5,128.75,1.88,55.71,56.79,4,0,0,ET24_088.edf,7129,21257491,LEFT,16,660,21255902,22,21256616,RECORDING_SESSION,7,0,[0],[2060],Custom Interest Area Set,7062,True,21257466,1,New Interest Period 01,True,21250404,88,1.54,329,829,21254636,777.2,272.1,377.99,24,21256530,232.9,620.5,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21250362,0,17,3531,158.61,2.19,21250362,Trial: 8,0,ET24_088,7,choice4,16,3,4.0,0
ET24_088,9,3105,86.58,3.45,55.76,57.44,4,0,0,ET24_088.edf,16277,21275023,LEFT,24,172,21262624,22,21261312,RECORDING_SESSION,7,0,[0],[2078],Custom Interest Area Set,16200,True,21274986,1,New Interest Period 01,True,21258786,81,1.13,503,696,21263238,227.8,603.4,335.34,24,21274142,1115.3,-473.2,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21258746,0,24,8100,48.7,5.54,21258746,Trial: 9,0,ET24_088,8,choice4,15,1,4.0,0
ET24_088,10,353.14,163.34,3.05,55.67,56.17,7,0,0,ET24_088.edf,13157,21289689,LEFT,47,1044,21286172,22,21277098,RECORDING_SESSION,7,0,[0],[7677],Custom Interest Area Set,13065,True,21289650,1,New Interest Period 01,True,21276585,122,1.51,162,1025,21282646,745.7,-27.3,389.9,17,21276634,758.5,-234.7,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21276532,0,47,6533,185.94,5.33,21276532,Trial: 10,0,ET24_088,9,choice3,6,3,3.0,1
ET24_088,11,735,173.14,2.36,56.23,56.03,4,0,0,ET24_088.edf,12239,21303321,LEFT,37,612,21295570,22,21297248,RECORDING_SESSION,7,0,[0],[6406],Custom Interest Area Set,12148,True,21303282,1,New Interest Period 01,True,21291134,112,1.76,393,1839,21294986,639,-275,639.6,19,21299076,393.4,386.2,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21291082,0,37,6074,171.4,2.29,21291082,Trial: 11,0,ET24_088,10,choice5,5,1,5.0,0
ET24_088,12,609.6,108,5.87,59.85,62.16,5,0,0,ET24_088.edf,4109,21309639,LEFT,6,312,21306988,34,21307938,RECORDING_SESSION,7,0,[0],[648],Custom Interest Area Set,4017,True,21309601,1,New Interest Period 01,True,21305584,72,5.9,68,85,21307048,427.9,-469.7,45.16,20,21306160,490.7,-410.1,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21305530,0,7,2008,103.61,5.21,21305530,Trial: 12,0,ET24_088,11,choice4,9,4,4.0,1
ET24_088,13,64,190.2,4.09,56.31,56.47,1,0,0,ET24_088.edf,4189,21315689,LEFT,15,652,21312918,26,21313658,RECORDING_SESSION,7,0,[0],[2853],Custom Interest Area Set,4109,True,21315658,1,New Interest Period 01,True,21311549,158,1.59,83,1391,21312880,363.6,87.1,622.96,27,21311598,1195.3,-530.6,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21311500,0,14,2055,161.01,6.18,21311500,Trial: 13,0,ET24_088,12,choice3,10,2,3.0,0
ET24_088,14,633.33,165.36,2.35,57.22,56.73,3,0,0,ET24_088.edf,7763,21325005,LEFT,25,560,21324418,22,21324364,RECORDING_SESSION,7,0,[0],[4134],Custom Interest Area Set,7696,True,21324978,1,New Interest Period 01,True,21317282,94,1.36,238,1289,21320000,19.8,450.9,605.93,22,21319824,738.4,174.6,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21317242,0,25,3848,167.58,3.01,21317242,Trial: 14,0,ET24_088,13,choice1,12,1,1.0,1
ET24_088,15,665,123.42,3.59,57.25,58.16,2,0,0,ET24_088.edf,4273,21330771,LEFT,12,566,21329768,22,21329004,RECORDING_SESSION,7,0,[0],[1481],Custom Interest Area Set,4196,True,21330745,1,New Interest Period 01,True,21326549,85,1.85,114,2866,21328780,30,558.4,776.13,55,21329304,947.1,549.3,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21326498,0,11,2098,148.89,3.83,21326498,Trial: 15,0,ET24_088,14,choice4,14,3,4.0,0
ET24_088,16,1058,212.77,1.26,57.63,57.7,1,0,0,ET24_088.edf,4559,21336521,LEFT,13,742,21332916,32,21332350,RECORDING_SESSION,7,0,[0],[2766],Custom Interest Area Set,4474,True,21336490,1,New Interest Period 01,True,21332016,126,0.93,77,881,21335354,335.1,346.3,686.93,273,21335542,443.5,298.6,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21331962,0,12,2237,202.95,1.17,21331962,Trial: 16,0,ET24_088,15,choice3,4,5,3.0,0
ET24_088,17,.,170.88,2.41,56.72,56.47,0,0,0,ET24_088.edf,3971,21342037,LEFT,16,656,21341354,8,21338114,RECORDING_SESSION,7,0,[0],[2734],Custom Interest Area Set,3896,True,21342010,1,New Interest Period 01,True,21338114,81,1.88,95,1017,21338982,376.8,244.7,486.3,20,21338334,723.7,-433.6,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21338066,0,15,1948,193.32,1.84,21338066,Trial: 17,0,ET24_088,16,choice3,13,5,3.0,0
ET24_088,18,.,194.35,1.87,56.5,56.5,0,0,0,ET24_088.edf,4227,21347219,LEFT,17,426,21343902,24,21345362,RECORDING_SESSION,7,0,[0],[3304],Custom Interest Area Set,4154,True,21347185,1,New Interest Period 01,True,21343031,219,1.16,189,1167,21345100,263.1,619,742.38,25,21346142,719.8,47.6,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21342992,0,16,2077,150.31,1.92,21342992,Trial: 18,0,ET24_088,17,choice3,20,2,3.0,0
ET24_088,19,.,95.74,2.43,57.36,57.04,0,0,0,ET24_088.edf,3047,21351369,LEFT,19,314,21348662,7,21351322,RECORDING_SESSION,7,0,[0],[1819],Custom Interest Area Set,2965,True,21351329,1,New Interest Period 01,True,21348364,56,2.23,77,1864,21350730,-138.4,693.7,588.84,33,21350394,665.6,648.4,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21348322,0,18,1482,91.92,1.54,21348322,Trial: 19,0,ET24_088,18,choice2,2,2,2.0,1
ET24_088,20,.,171.86,1.9,56.66,56.71,0,0,0,ET24_088.edf,4907,21357585,LEFT,22,734,21356392,13,21352731,RECORDING_SESSION,7,0,[0],[3781],Custom Interest Area Set,4830,True,21357561,1,New Interest Period 01,True,21352731,84,1.26,51,955,21352740,418.7,267.7,545.38,55,21353612,743.3,-10.2,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21352678,0,22,2415,189.97,1.57,21352678,Trial: 20,0,ET24_088,19,choice3,8,1,3.0,0
ET24_088,21,.,150.75,2.45,57.35,56.97,0,0,0,ET24_088.edf,2397,21361335,LEFT,12,336,21359254,38,21359198,RECORDING_SESSION,7,0,[0],[1809],Custom Interest Area Set,2325,True,21361305,1,New Interest Period 01,True,21358980,107,2.35,44,860,21361126,-159.8,583.8,596.59,90,21359638,601.3,325.8,.,.,.,.,0,.,.,.,.,.,NO_MATCH,21358938,0,11,1162,104.94,1.6,21358938,Trial: 21,0,ET24_088,20,choice3,3,3,3.0,1
ET24_089,4,1858,295.85,5.48,64.73,63.1,4,0,0,ET24_089.edf,11909,442732179,LEFT,13,854,442730284,72,442731624,RECORDING_SESSION,7,0,"[0, 2, 6, 5, 2, 5, 0]","[478, 936, 310, 782, 304, 964, 72]",Custom Interest Area Set,11827,True,442732151,1,New Interest Period 01,True,442720324,236,4.56,400,1280,442720630,1166.7,581.3,1132.09,318,442731642,262.1,1067.2,.,.,.,.,0,.,.,.,.,.,NO_MATCH,442720270,5,14,5913,237.38,4.39,442720270,Trial: 4,3,ET24_089,1,choice3,1,3,3.0,1
ET24_089,5,2824,363.39,4.82,57.54,57.13,2,0,0,ET24_089.edf,28793,442764111,LEFT,57,1126,442746422,34,442745404,RECORDING_SESSION,7,0,"[2, 6, 7, 6, 5, 2, 5, 0, 2, 5, 2, 6, 2, 5, 0, 4, 2, 0, 4, 2, 3, 2, 5, 3, 7, 3, 7, 3, 0, 3]","[462, 1202, 272, 498, 660, 944, 514, 34, 888, 1126, 754, 1156, 964, 364, 152, 994, 206, 164, 1036, 362, 2016, 1076, 876, 1032, 162, 358, 1454, 838, 90, 59]",Custom Interest Area Set,28722,True,442764079,1,New Interest Period 01,True,442735357,216,1.87,334,1242,442763902,430,843.3,1051.16,673,442762148,490.5,1319.5,.,.,.,.,0,.,.,.,.,.,NO_MATCH,442735318,26,57,14361,292.48,5.62,442735318,Trial: 5,6,ET24_089,2,choice1,15,1,1.0,1
ET24_089,6,3181,305.38,3.96,55.38,56.09,4,0,0,ET24_089.edf,21123,442786993,LEFT,24,922,442772230,48,442774522,RECORDING_SESSION,7,0,"[0, 2, 6, 2, 6, 5, 6, 7, 6, 2]","[223, 716, 420, 1310, 940, 558, 308, 500, 328, 2026]",Custom Interest Area Set,21047,True,442786968,1,New Interest Period 01,True,442765921,276,1.67,158,1158,442772628,894.4,401.4,1019.2,821,442774522,906.5,524.9,.,.,.,.,0,.,.,.,.,.,NO_MATCH,442765870,9,24,10524,192.2,3.86,442765870,Trial: 6,4,ET24_089,3,choice4,7,3,4.0,0
ET24_089,7,356,463.73,4.67,55.51,55.68,1,0,0,ET24_089.edf,7929,442797441,LEFT,15,1502,442795912,62,442793796,RECORDING_SESSION,7,0,"[0, 2, 0, 4, 3, 0, 3, 2, 3]","[80, 1198, 124, 182, 494, 220, 622, 1154, 2882]",Custom Interest Area Set,7860,True,442797414,1,New Interest Period 01,True,442789554,260,2.56,154,1274,442794484,648.8,720.4,1036.69,831,442789970,1023.2,619.9,.,.,.,.,0,.,.,.,.,.,NO_MATCH,442789512,6,15,3930,460.09,5.09,442789512,Trial: 7,3,ET24_089,4,choice1,18,1,1.0,1
ET24_089,8,.,227.27,4.51,54.65,55.26,0,0,0,ET24_089.edf,2969,442801975,LEFT,11,744,442800436,82,442799052,RECORDING_SESSION,7,0,"[0, 2, 5, 4, 0, 2, 4, 2]","[396, 514, 286, 744, 100, 186, 176, 98]",Custom Interest Area Set,2882,True,442801934,1,New Interest Period 01,True,442799052,158,4.31,72,1084,442801932,935.1,447,965.47,869,442799796,1006.9,416,.,.,.,.,0,.,.,.,.,.,NO_MATCH,442799006,6,10,1441,208.84,3.21,442799006,Trial: 8,3,ET24_089,5,choice2,2,2,2.0,1
ET24_089,9,1154,162.3,7.08,55.55,55.78,1,0,0,ET24_089.edf,3279,442807373,LEFT,10,250,442805390,30,442805312,RECORDING_SESSION,7,0,"[6, 5, 7, 5, 2, 4, 0, 3, 5]","[30, 250, 138, 296, 246, 146, 220, 190, 107]",Custom Interest Area Set,3205,True,442807341,1,New Interest Period 01,True,442804136,168,7.87,55,1065,442805890,941.5,848.7,981.89,877,442805324,1318.7,849.8,.,.,.,.,0,.,.,.,.,.,NO_MATCH,442804094,8,10,1602,70.04,4.5,442804094,Trial: 9,6,ET24_089,6,choice3,3,3,3.0,1
ET24_089,10,.,280.47,3.3,54.52,55.15,0,0,0,ET24_089.edf,9469,442818691,LEFT,30,740,442817118,48,442813642,RECORDING_SESSION,7,0,"[0, 2, 5, 6, 2, 6, 5, 2, 5, 2, 5, 4, 2]","[327, 1160, 304, 386, 798, 892, 48, 494, 736, 670, 508, 594, 1497]",Custom Interest Area Set,9392,True,442818661,1,New Interest Period 01,True,442809269,214,1.85,110,1173,442817702,946.1,439,994.9,808,442813588,1338.7,823.8,.,.,.,.,0,.,.,.,.,.,NO_MATCH,442809222,12,29,4696,174.73,2.93,442809222,Trial: 10,4,ET24_089,7,choice3,16,3,3.0,1
ET24_089,11,.,298.48,3.23,56.52,57.12,0,0,0,ET24_089.edf,6993,442828207,LEFT,21,668,442823720,34,442828140,RECORDING_SESSION,7,0,"[0, 2, 0, 6, 2, 6, 5, 4, 3]","[322, 1132, 174, 576, 1832, 1308, 362, 528, 34]",Custom Interest Area Set,6906,True,442828174,1,New Interest Period 01,True,442821268,224,1.43,83,1179,442824404,913.3,390.9,978.67,836,442823186,1376.7,848,.,.,.,.,0,.,.,.,.,.,NO_MATCH,442821214,7,20,3453,174.02,3.39,442821214,Trial: 11,5,ET24_089,8,choice4,9,4,4.0,1
ET24_089,12,1546,195.76,5.83,56.9,57.71,1,0,0,ET24_089.edf,6591,442836573,LEFT,21,368,442831296,50,442831718,RECORDING_SESSION,7,0,"[0, 2, 6, 2, 6, 0, 4, 2, 5, 2, 0, 5, 2, 5]","[340, 438, 284, 368, 50, 150, 136, 332, 310, 222, 198, 498, 474, 311]",Custom Interest Area Set,6499,True,442836533,1,New Interest Period 01,True,442830034,178,6.76,125,1236,442835312,940.9,787.9,1025.36,844,442830446,1001.5,377.7,.,.,.,.,0,.,.,.,.,.,NO_MATCH,442829982,11,20,3249,91.47,4.2,442829982,Trial: 12,4,ET24_089,9,choice3,17,4,3.0,0
